% Model:              Untitled.mph
% Version:            COMSOL 6.3.0.290
% Date:               Aug 28 2026, 18:55
% Dimension:          3
% Nodes:              10000
% Expressions:        3
% Description:        Bx, By, Bz
% Length unit:        mm
% x             y              z              mfnc.Bx (T)    mfnc.By (T)    mfnc.Bz (T)
51.000          -25.000        -20.000        7.4309E-5      0.017251       0.0015538
53.000          -25.000        -20.000        -0.0012587     0.017915       0.0017177
55.000          -25.000        -20.000        -0.0027034     0.018381       0.0016650
57.000          -25.000        -20.000        -0.0041907     0.018633       0.0013721
59.000          -25.000        -20.000        -0.0056667     0.018610       8.0732E-4
61.000          -25.000        -20.000        -0.0070860     0.018304       6.1908E-5
63.000          -25.000        -20.000        -0.0083742     0.017762       -0.0010525
65.000          -25.000        -20.000        -0.0094702     0.016938       -0.0022686
67.000          -25.000        -20.000        -0.010347      0.015824       -0.0037191
69.000          -25.000        -20.000        -0.010919      0.014485       -0.0052300
71.000          -25.000        -20.000        -0.011170      0.012944       -0.0067328
73.000          -25.000        -20.000        -0.011086      0.011237       -0.0081596
75.000          -25.000        -20.000        -0.010655      0.0094783      -0.0093792
77.000          -25.000        -20.000        -0.0099041     0.0076733      -0.010386
79.000          -25.000        -20.000        -0.0089461     0.0060192      -0.011153
81.000          -25.000        -20.000        -0.0078234     0.0045090      -0.011553
83.000          -25.000        -20.000        -0.0065923     0.0031633      -0.011759
85.000          -25.000        -20.000        -0.0053781     0.0020560      -0.011668
87.000          -25.000        -20.000        -0.0042200     0.0011741      -0.011331
89.000          -25.000        -20.000        -0.0031470     4.7625E-4      -0.010875
91.000          -25.000        -20.000        -0.0021907     -4.3684E-5     -0.010380
93.000          -25.000        -20.000        -0.0013727     -4.0234E-4     -0.0097140
95.000          -25.000        -20.000        -6.7816E-4     -6.5944E-4     -0.0090811
97.000          -25.000        -20.000        -1.0225E-4     -8.2658E-4     -0.0084515
99.000          -25.000        -20.000        3.5142E-4      -9.0475E-4     -0.0077902
-99.000         -23.000        -20.000        0.0013638      0.0017793      -4.2638E-4
-97.000         -23.000        -20.000        0.0014242      0.0019572      -4.3744E-4
-95.000         -23.000        -20.000        0.0014807      0.0021543      -4.4954E-4
-93.000         -23.000        -20.000        0.0015323      0.0023760      -4.6119E-4
-91.000         -23.000        -20.000        0.0015738      0.0026196      -4.7906E-4
-89.000         -23.000        -20.000        0.0016016      0.0028808      -4.9733E-4
-87.000         -23.000        -20.000        0.0016190      0.0031726      -5.1069E-4
-85.000         -23.000        -20.000        0.0016044      0.0034868      -5.3517E-4
-83.000         -23.000        -20.000        0.0015660      0.0038097      -5.7608E-4
-81.000         -23.000        -20.000        0.0014981      0.0041546      -6.1876E-4
-79.000         -23.000        -20.000        0.0013862      0.0045086      -6.8019E-4
-77.000         -23.000        -20.000        0.0012410      0.0048456      -7.6099E-4
-75.000         -23.000        -20.000        0.0010487      0.0051688      -8.8027E-4
-73.000         -23.000        -20.000        8.2402E-4      0.0054691      -0.0010240
-71.000         -23.000        -20.000        5.7778E-4      0.0057045      -0.0012153
-69.000         -23.000        -20.000        3.0492E-4      0.0058785      -0.0014340
-67.000         -23.000        -20.000        4.8616E-5      0.0059812      -0.0016991
-65.000         -23.000        -20.000        -1.7386E-4     0.0059875      -0.0020015
-63.000         -23.000        -20.000        -3.4333E-4     0.0059262      -0.0023144
-61.000         -23.000        -20.000        -4.3842E-4     0.0057879      -0.0026273
-59.000         -23.000        -20.000        -4.1570E-4     0.0055858      -0.0029348
-57.000         -23.000        -20.000        -3.0580E-4     0.0053728      -0.0032126
-55.000         -23.000        -20.000        -8.9463E-5     0.0051598      -0.0034055
-53.000         -23.000        -20.000        2.2380E-4      0.0049691      -0.0035383
-51.000         -23.000        -20.000        5.8620E-4      0.0048457      -0.0036094
-49.000         -23.000        -20.000        0.0010041      0.0047960      -0.0035729
-47.000         -23.000        -20.000        0.0014365      0.0048295      -0.0034838
-45.000         -23.000        -20.000        0.0018612      0.0049580      -0.0033149
-43.000         -23.000        -20.000        0.0022596      0.0051859      -0.0030918
-41.000         -23.000        -20.000        0.0026195      0.0055091      -0.0028272
-39.000         -23.000        -20.000        0.0029202      0.0059260      -0.0025278
-37.000         -23.000        -20.000        0.0031469      0.0064212      -0.0022247
-35.000         -23.000        -20.000        0.0033083      0.0070072      -0.0018923
-33.000         -23.000        -20.000        0.0033523      0.0076650      -0.0015842
-31.000         -23.000        -20.000        0.0033023      0.0083613      -0.0012963
-29.000         -23.000        -20.000        0.0031329      0.0091067      -0.0010069
-27.000         -23.000        -20.000        0.0028326      0.0098735      -7.8203E-4
-25.000         -23.000        -20.000        0.0024186      0.010607       -6.2954E-4
-23.000         -23.000        -20.000        0.0018750      0.011289       -5.4079E-4
-21.000         -23.000        -20.000        0.0012469      0.011901       -5.7399E-4
-19.000         -23.000        -20.000        5.2716E-4      0.012396       -7.2788E-4
-17.000         -23.000        -20.000        -2.0772E-4     0.012753       -9.5973E-4
-15.000         -23.000        -20.000        -9.3905E-4     0.012974       -0.0012972
-13.000         -23.000        -20.000        -0.0016263     0.013064       -0.0017025
-11.000         -23.000        -20.000        -0.0022617     0.013027       -0.0021896
-9.0000         -23.000        -20.000        -0.0028218     0.012877       -0.0027137
-7.0000         -23.000        -20.000        -0.0032858     0.012629       -0.0032797
-5.0000         -23.000        -20.000        -0.0036579     0.012297       -0.0038259
-3.0000         -23.000        -20.000        -0.0039461     0.011897       -0.0043619
-1.0000         -23.000        -20.000        -0.0041478     0.011432       -0.0049221
1.0000          -23.000        -20.000        -0.0042653     0.010912       -0.0054346
3.0000          -23.000        -20.000        -0.0042972     0.010345       -0.0059378
5.0000          -23.000        -20.000        -0.0042216     0.0097418      -0.0063756
7.0000          -23.000        -20.000        -0.0040496     0.0091051      -0.0068049
9.0000          -23.000        -20.000        -0.0037624     0.0084583      -0.0072347
11.000          -23.000        -20.000        -0.0033583     0.0077975      -0.0075078
13.000          -23.000        -20.000        -0.0028314     0.0071846      -0.0077523
15.000          -23.000        -20.000        -0.0021812     0.0066306      -0.0078814
17.000          -23.000        -20.000        -0.0014262     0.0061630      -0.0079736
19.000          -23.000        -20.000        -5.5997E-4     0.0058222      -0.0078761
21.000          -23.000        -20.000        3.6904E-4      0.0056393      -0.0076645
23.000          -23.000        -20.000        0.0013074      0.0056415      -0.0073025
25.000          -23.000        -20.000        0.0022100      0.0058339      -0.0068310
27.000          -23.000        -20.000        0.0030751      0.0062202      -0.0062319
29.000          -23.000        -20.000        0.0038478      0.0067868      -0.0055198
31.000          -23.000        -20.000        0.0045026      0.0075228      -0.0047521
33.000          -23.000        -20.000        0.0050189      0.0084030      -0.0039199
35.000          -23.000        -20.000        0.0054070      0.0094410      -0.0030175
37.000          -23.000        -20.000        0.0056026      0.010597       -0.0020574
39.000          -23.000        -20.000        0.0056153      0.011829       -0.0011102
41.000          -23.000        -20.000        0.0054425      0.013154       -9.3702E-5
43.000          -23.000        -20.000        0.0050033      0.014518       8.6584E-4
45.000          -23.000        -20.000        0.0043609      0.015853       0.0018573
47.000          -23.000        -20.000        0.0034537      0.017138       0.0027415
49.000          -23.000        -20.000        0.0022908      0.018336       0.0035359
51.000          -23.000        -20.000        9.4470E-4      0.019340       0.0041973
53.000          -23.000        -20.000        -6.0494E-4     0.020165       0.0045508
55.000          -23.000        -20.000        -0.0023011     0.020738       0.0047191
57.000          -23.000        -20.000        -0.0040471     0.021054       0.0046034
59.000          -23.000        -20.000        -0.0057675     0.021121       0.0041395
61.000          -23.000        -20.000        -0.0074638     0.020887       0.0033949
63.000          -23.000        -20.000        -0.0090369     0.020455       0.0021602
65.000          -23.000        -20.000        -0.010416      0.019659       7.6401E-4
67.000          -23.000        -20.000        -0.011554      0.018649       -9.7956E-4
69.000          -23.000        -20.000        -0.012403      0.017316       -0.0029293
71.000          -23.000        -20.000        -0.012881      0.015694       -0.0047411
73.000          -23.000        -20.000        -0.012917      0.013861       -0.0067889
75.000          -23.000        -20.000        -0.012557      0.011863       -0.0084699
77.000          -23.000        -20.000        -0.011815      0.0098450      -0.0099742
79.000          -23.000        -20.000        -0.010708      0.0078738      -0.011165
81.000          -23.000        -20.000        -0.0093975     0.0060282      -0.011866
83.000          -23.000        -20.000        -0.0079435     0.0044049      -0.012298
85.000          -23.000        -20.000        -0.0064907     0.0030807      -0.012323
87.000          -23.000        -20.000        -0.0050972     0.0019667      -0.012083
89.000          -23.000        -20.000        -0.0038067     0.0010987      -0.011714
91.000          -23.000        -20.000        -0.0026789     4.7535E-4      -0.011119
93.000          -23.000        -20.000        -0.0017163     8.0511E-6      -0.010422
95.000          -23.000        -20.000        -9.0562E-4     -3.2323E-4     -0.0097210
97.000          -23.000        -20.000        -2.3997E-4     -5.2480E-4     -0.0090182
99.000          -23.000        -20.000        2.7477E-4      -6.5293E-4     -0.0083003
-99.000         -21.000        -20.000        0.0015404      0.0018324      -3.7727E-4
-97.000         -21.000        -20.000        0.0016219      0.0020273      -3.8094E-4
-95.000         -21.000        -20.000        0.0017012      0.0022455      -3.8211E-4
-93.000         -21.000        -20.000        0.0017756      0.0024942      -3.8064E-4
-91.000         -21.000        -20.000        0.0018465      0.0027670      -3.7789E-4
-89.000         -21.000        -20.000        0.0019014      0.0030691      -3.7079E-4
-87.000         -21.000        -20.000        0.0019426      0.0034054      -3.6531E-4
-85.000         -21.000        -20.000        0.0019560      0.0037740      -3.6239E-4
-83.000         -21.000        -20.000        0.0019405      0.0041673      -3.6587E-4
-81.000         -21.000        -20.000        0.0018817      0.0045856      -3.7669E-4
-79.000         -21.000        -20.000        0.0017793      0.0050267      -4.0252E-4
-77.000         -21.000        -20.000        0.0016318      0.0054632      -4.4347E-4
-75.000         -21.000        -20.000        0.0014080      0.0058855      -5.3890E-4
-73.000         -21.000        -20.000        0.0011394      0.0062909      -6.4206E-4
-71.000         -21.000        -20.000        8.3161E-4      0.0066265      -8.1036E-4
-69.000         -21.000        -20.000        4.7772E-4      0.0068836      -0.0010359
-67.000         -21.000        -20.000        1.3207E-4      0.0070392      -0.0013417
-65.000         -21.000        -20.000        -1.9929E-4     0.0070985      -0.0016415
-63.000         -21.000        -20.000        -4.6099E-4     0.0070275      -0.0020305
-61.000         -21.000        -20.000        -6.3342E-4     0.0068547      -0.0024092
-59.000         -21.000        -20.000        -6.6246E-4     0.0066073      -0.0028069
-57.000         -21.000        -20.000        -5.7118E-4     0.0063110      -0.0031542
-55.000         -21.000        -20.000        -3.3970E-4     0.0059954      -0.0034368
-53.000         -21.000        -20.000        1.9238E-5      0.0057134      -0.0036533
-51.000         -21.000        -20.000        4.5494E-4      0.0055035      -0.0037344
-49.000         -21.000        -20.000        9.6150E-4      0.0053725      -0.0037088
-47.000         -21.000        -20.000        0.0014982      0.0053365      -0.0036265
-45.000         -21.000        -20.000        0.0020236      0.0054349      -0.0034305
-43.000         -21.000        -20.000        0.0025310      0.0056388      -0.0031596
-41.000         -21.000        -20.000        0.0029953      0.0059641      -0.0028319
-39.000         -21.000        -20.000        0.0033960      0.0064042      -0.0024560
-37.000         -21.000        -20.000        0.0037248      0.0069503      -0.0020752
-35.000         -21.000        -20.000        0.0039676      0.0076021      -0.0016487
-33.000         -21.000        -20.000        0.0040889      0.0083516      -0.0012100
-31.000         -21.000        -20.000        0.0041024      0.0091772      -8.0441E-4
-29.000         -21.000        -20.000        0.0039623      0.010062       -4.0179E-4
-27.000         -21.000        -20.000        0.0036708      0.010996       -2.5078E-5
-25.000         -21.000        -20.000        0.0032461      0.011916       2.5748E-4
-23.000         -21.000        -20.000        0.0026096      0.012781       3.8987E-4
-21.000         -21.000        -20.000        0.0018775      0.013572       4.8323E-4
-19.000         -21.000        -20.000        0.0010374      0.014220       3.9509E-4
-17.000         -21.000        -20.000        1.4988E-4      0.014723       1.7456E-4
-15.000         -21.000        -20.000        -7.4138E-4     0.015046       -1.7086E-4
-13.000         -21.000        -20.000        -0.0015857     0.015208       -6.2914E-4
-11.000         -21.000        -20.000        -0.0023493     0.015224       -0.0011839
-9.0000         -21.000        -20.000        -0.0029992     0.015093       -0.0017725
-7.0000         -21.000        -20.000        -0.0035699     0.014845       -0.0024376
-5.0000         -21.000        -20.000        -0.0040365     0.014503       -0.0030635
-3.0000         -21.000        -20.000        -0.0044040     0.014080       -0.0037119
-1.0000         -21.000        -20.000        -0.0046772     0.013576       -0.0043381
1.0000          -21.000        -20.000        -0.0048431     0.013005       -0.0049671
3.0000          -21.000        -20.000        -0.0049157     0.012368       -0.0055875
5.0000          -21.000        -20.000        -0.0048916     0.011677       -0.0061483
7.0000          -21.000        -20.000        -0.0047554     0.010938       -0.0066860
9.0000          -21.000        -20.000        -0.0044852     0.010158       -0.0071601
11.000          -21.000        -20.000        -0.0040627     0.0093681      -0.0075975
13.000          -21.000        -20.000        -0.0035180     0.0085768      -0.0079541
15.000          -21.000        -20.000        -0.0027846     0.0078426      -0.0082004
17.000          -21.000        -20.000        -0.0019010     0.0072032      -0.0083254
19.000          -21.000        -20.000        -8.7662E-4     0.0066998      -0.0082719
21.000          -21.000        -20.000        1.9770E-4      0.0063789      -0.0081258
23.000          -21.000        -20.000        0.0013571      0.0062760      -0.0077132
25.000          -21.000        -20.000        0.0024865      0.0064046      -0.0071886
27.000          -21.000        -20.000        0.0035421      0.0067552      -0.0064989
29.000          -21.000        -20.000        0.0045116      0.0073306      -0.0056448
31.000          -21.000        -20.000        0.0053562      0.0081004      -0.0046977
33.000          -21.000        -20.000        0.0060279      0.0090538      -0.0036415
35.000          -21.000        -20.000        0.0065402      0.010190       -0.0025286
37.000          -21.000        -20.000        0.0068724      0.011452       -0.0013215
39.000          -21.000        -20.000        0.0069865      0.012832       -3.7004E-5
41.000          -21.000        -20.000        0.0068601      0.014316       0.0012874
43.000          -21.000        -20.000        0.0064471      0.015838       0.0026128
45.000          -21.000        -20.000        0.0057753      0.017340       0.0039337
47.000          -21.000        -20.000        0.0047737      0.018792       0.0052830
49.000          -21.000        -20.000        0.0034604      0.020095       0.0064242
51.000          -21.000        -20.000        0.0018952      0.021155       0.0075333
53.000          -21.000        -20.000        1.1184E-4      0.022019       0.0082953
55.000          -21.000        -20.000        -0.0018486     0.022642       0.0086219
57.000          -21.000        -20.000        -0.0038493     0.022883       0.0087451
59.000          -21.000        -20.000        -0.0058331     0.022957       0.0084318
61.000          -21.000        -20.000        -0.0077814     0.022856       0.0074422
63.000          -21.000        -20.000        -0.0095976     0.022437       0.0065141
65.000          -21.000        -20.000        -0.011225      0.021800       0.0049220
67.000          -21.000        -20.000        -0.012669      0.021016       0.0027814
69.000          -21.000        -20.000        -0.013823      0.019787       7.1414E-4
71.000          -21.000        -20.000        -0.014584      0.018263       -0.0016685
73.000          -21.000        -20.000        -0.014860      0.016453       -0.0042487
75.000          -21.000        -20.000        -0.014680      0.014392       -0.0066338
77.000          -21.000        -20.000        -0.013980      0.012144       -0.0087771
79.000          -21.000        -20.000        -0.012780      0.0098892      -0.010533
81.000          -21.000        -20.000        -0.011274      0.0077549      -0.011763
83.000          -21.000        -20.000        -0.0095832     0.0058411      -0.012543
85.000          -21.000        -20.000        -0.0078489     0.0042153      -0.012892
87.000          -21.000        -20.000        -0.0061734     0.0028755      -0.012776
89.000          -21.000        -20.000        -0.0046350     0.0018370      -0.012403
91.000          -21.000        -20.000        -0.0032968     0.0010613      -0.011819
93.000          -21.000        -20.000        -0.0021369     4.8836E-4      -0.011126
95.000          -21.000        -20.000        -0.0012023     8.4748E-5      -0.010342
97.000          -21.000        -20.000        -4.3673E-4     -1.8436E-4     -0.0095968
99.000          -21.000        -20.000        1.6370E-4      -3.6110E-4     -0.0087962
-99.000         -19.000        -20.000        0.0017299      0.0018720      -3.2581E-4
-97.000         -19.000        -20.000        0.0018385      0.0020833      -3.1354E-4
-95.000         -19.000        -20.000        0.0019454      0.0023222      -2.9667E-4
-93.000         -19.000        -20.000        0.0020515      0.0025923      -2.7546E-4
-91.000         -19.000        -20.000        0.0021535      0.0028968      -2.5184E-4
-89.000         -19.000        -20.000        0.0022437      0.0032418      -2.2014E-4
-87.000         -19.000        -20.000        0.0023149      0.0036263      -1.9179E-4
-85.000         -19.000        -20.000        0.0023705      0.0040510      -1.3942E-4
-83.000         -19.000        -20.000        0.0023871      0.0045206      -9.7099E-5
-81.000         -19.000        -20.000        0.0023537      0.0050282      -5.8869E-5
-79.000         -19.000        -20.000        0.0022718      0.0055590      -2.4920E-5
-77.000         -19.000        -20.000        0.0021244      0.0061171      -2.2907E-6
-75.000         -19.000        -20.000        0.0018830      0.0066753      -2.3385E-5
-73.000         -19.000        -20.000        0.0015750      0.0071889      -6.5569E-5
-71.000         -19.000        -20.000        0.0011936      0.0076622      -1.9619E-4
-69.000         -19.000        -20.000        7.3763E-4      0.0080424      -4.1381E-4
-67.000         -19.000        -20.000        2.5943E-4      0.0082829      -6.6112E-4
-65.000         -19.000        -20.000        -1.8918E-4     0.0083993      -0.0010290
-63.000         -19.000        -20.000        -5.8305E-4     0.0083485      -0.0014768
-61.000         -19.000        -20.000        -8.5827E-4     0.0081447      -0.0019666
-59.000         -19.000        -20.000        -9.8652E-4     0.0078346      -0.0024780
-57.000         -19.000        -20.000        -9.3367E-4     0.0074350      -0.0029323
-55.000         -19.000        -20.000        -6.8599E-4     0.0069864      -0.0033458
-53.000         -19.000        -20.000        -2.9714E-4     0.0066075      -0.0035933
-51.000         -19.000        -20.000        2.1652E-4      0.0062673      -0.0037596
-49.000         -19.000        -20.000        8.4157E-4      0.0060180      -0.0037940
-47.000         -19.000        -20.000        0.0014868      0.0059127      -0.0037087
-45.000         -19.000        -20.000        0.0021483      0.0059455      -0.0034810
-43.000         -19.000        -20.000        0.0027885      0.0061061      -0.0031734
-41.000         -19.000        -20.000        0.0033850      0.0064230      -0.0027939
-39.000         -19.000        -20.000        0.0039049      0.0068671      -0.0023307
-37.000         -19.000        -20.000        0.0043528      0.0074551      -0.0018252
-35.000         -19.000        -20.000        0.0046950      0.0081704      -0.0012990
-33.000         -19.000        -20.000        0.0049325      0.0090091      -7.3977E-4
-31.000         -19.000        -20.000        0.0050341      0.0099694      -1.6061E-4
-29.000         -19.000        -20.000        0.0049518      0.011026       4.0246E-4
-27.000         -19.000        -20.000        0.0047001      0.012128       9.3867E-4
-25.000         -19.000        -20.000        0.0042554      0.013277       0.0014105
-23.000         -19.000        -20.000        0.0035533      0.014389       0.0017568
-21.000         -19.000        -20.000        0.0027034      0.015392       0.0019585
-19.000         -19.000        -20.000        0.0017045      0.016244       0.0020050
-17.000         -19.000        -20.000        6.3449E-4      0.016908       0.0018237
-15.000         -19.000        -20.000        -4.4781E-4     0.017366       0.0014923
-13.000         -19.000        -20.000        -0.0014711     0.017604       9.5310E-4
-11.000         -19.000        -20.000        -0.0023857     0.017664       3.2421E-4
-9.0000         -19.000        -20.000        -0.0031836     0.017589       -3.1756E-4
-7.0000         -19.000        -20.000        -0.0038621     0.017348       -0.0010766
-5.0000         -19.000        -20.000        -0.0044296     0.017016       -0.0018261
-3.0000         -19.000        -20.000        -0.0048796     0.016574       -0.0025602
-1.0000         -19.000        -20.000        -0.0052231     0.016032       -0.0033035
1.0000          -19.000        -20.000        -0.0054727     0.015412       -0.0040287
3.0000          -19.000        -20.000        -0.0056167     0.014713       -0.0047771
5.0000          -19.000        -20.000        -0.0056725     0.013961       -0.0054415
7.0000          -19.000        -20.000        -0.0055820     0.013101       -0.0061192
9.0000          -19.000        -20.000        -0.0053512     0.012193       -0.0067570
11.000          -19.000        -20.000        -0.0049571     0.011221       -0.0073674
13.000          -19.000        -20.000        -0.0043793     0.010239       -0.0078879
15.000          -19.000        -20.000        -0.0035725     0.0093036      -0.0083009
17.000          -19.000        -20.000        -0.0025852     0.0084681      -0.0085578
19.000          -19.000        -20.000        -0.0014025     0.0077489      -0.0086550
21.000          -19.000        -20.000        -8.9550E-5     0.0072312      -0.0085242
23.000          -19.000        -20.000        0.0012993      0.0069970      -0.0081094
25.000          -19.000        -20.000        0.0026889      0.0070156      -0.0075203
27.000          -19.000        -20.000        0.0039995      0.0072992      -0.0067276
29.000          -19.000        -20.000        0.0051998      0.0078630      -0.0057497
31.000          -19.000        -20.000        0.0062370      0.0086495      -0.0045532
33.000          -19.000        -20.000        0.0071100      0.0096470      -0.0032959
35.000          -19.000        -20.000        0.0078186      0.010848       -0.0018953
37.000          -19.000        -20.000        0.0082599      0.012211       -3.7665E-4
39.000          -19.000        -20.000        0.0084845      0.013712       0.0011636
41.000          -19.000        -20.000        0.0084251      0.015328       0.0029723
43.000          -19.000        -20.000        0.0080448      0.016968       0.0047108
45.000          -19.000        -20.000        0.0073189      0.018580       0.0065238
47.000          -19.000        -20.000        0.0061667      0.020097       0.0084017
49.000          -19.000        -20.000        0.0046770      0.021407       0.010078
51.000          -19.000        -20.000        0.0028312      0.022409       0.011463
53.000          -19.000        -20.000        7.4003E-4      0.023121       0.012491
55.000          -19.000        -20.000        -0.0014360     0.023605       0.013352
57.000          -19.000        -20.000        -0.0037088     0.023680       0.013582
59.000          -19.000        -20.000        -0.0059218     0.023658       0.013225
61.000          -19.000        -20.000        -0.0079688     0.023557       0.012636
63.000          -19.000        -20.000        -0.0099595     0.023196       0.011193
65.000          -19.000        -20.000        -0.011865      0.022813       0.0096024
67.000          -19.000        -20.000        -0.013594      0.022332       0.0077522
69.000          -19.000        -20.000        -0.014997      0.021389       0.0051248
71.000          -19.000        -20.000        -0.016146      0.020200       0.0023343
73.000          -19.000        -20.000        -0.016816      0.018662       -0.0010024
75.000          -19.000        -20.000        -0.016833      0.016634       -0.0038567
77.000          -19.000        -20.000        -0.016318      0.014374       -0.0067602
79.000          -19.000        -20.000        -0.015115      0.011973       -0.0092661
81.000          -19.000        -20.000        -0.013449      0.0095695      -0.011182
83.000          -19.000        -20.000        -0.011523      0.0073740      -0.012427
85.000          -19.000        -20.000        -0.0094536     0.0054648      -0.013098
87.000          -19.000        -20.000        -0.0074106     0.0038846      -0.013350
89.000          -19.000        -20.000        -0.0056347     0.0026637      -0.012979
91.000          -19.000        -20.000        -0.0040258     0.0017204      -0.012478
93.000          -19.000        -20.000        -0.0026751     0.0010322      -0.011805
95.000          -19.000        -20.000        -0.0015755     5.4354E-4      -0.010973
97.000          -19.000        -20.000        -6.8526E-4     2.0466E-4      -0.010106
99.000          -19.000        -20.000        8.2401E-6      -2.8786E-5     -0.0092670
-99.000         -17.000        -20.000        0.0019334      0.0018963      -2.6107E-4
-97.000         -17.000        -20.000        0.0020705      0.0021204      -2.3516E-4
-95.000         -17.000        -20.000        0.0022093      0.0023764      -2.0155E-4
-93.000         -17.000        -20.000        0.0023526      0.0026679      -1.5911E-4
-91.000         -17.000        -20.000        0.0024936      0.0030026      -1.0666E-4
-89.000         -17.000        -20.000        0.0026285      0.0033873      -4.0274E-5
-87.000         -17.000        -20.000        0.0027510      0.0038157      3.8327E-5
-85.000         -17.000        -20.000        0.0028482      0.0042988      1.3228E-4
-83.000         -17.000        -20.000        0.0029157      0.0048507      2.2477E-4
-81.000         -17.000        -20.000        0.0029326      0.0054490      3.6254E-4
-79.000         -17.000        -20.000        0.0028763      0.0060859      4.7126E-4
-77.000         -17.000        -20.000        0.0027465      0.0067815      5.8704E-4
-75.000         -17.000        -20.000        0.0025040      0.0074835      6.7322E-4
-73.000         -17.000        -20.000        0.0021563      0.0081538      7.1065E-4
-71.000         -17.000        -20.000        0.0016917      0.0087848      6.7250E-4
-69.000         -17.000        -20.000        0.0011251      0.0093281      5.5301E-4
-67.000         -17.000        -20.000        5.0011E-4      0.0096970      2.9850E-4
-65.000         -17.000        -20.000        -1.3619E-4     0.0098815      -1.3291E-4
-63.000         -17.000        -20.000        -7.1153E-4     0.0098830      -5.6812E-4
-61.000         -17.000        -20.000        -0.0011559     0.0096730      -0.0011527
-59.000         -17.000        -20.000        -0.0013898     0.0092786      -0.0017597
-57.000         -17.000        -20.000        -0.0014154     0.0087459      -0.0024091
-55.000         -17.000        -20.000        -0.0011886     0.0081773      -0.0029765
-53.000         -17.000        -20.000        -7.5053E-4     0.0076325      -0.0033760
-51.000         -17.000        -20.000        -1.3969E-4     0.0071319      -0.0036503
-49.000         -17.000        -20.000        5.9886E-4      0.0067613      -0.0037490
-47.000         -17.000        -20.000        0.0013951      0.0065438      -0.0036856
-45.000         -17.000        -20.000        0.0022115      0.0064781      -0.0034823
-43.000         -17.000        -20.000        0.0030080      0.0065755      -0.0031442
-41.000         -17.000        -20.000        0.0037525      0.0068571      -0.0026737
-39.000         -17.000        -20.000        0.0044278      0.0073001      -0.0021344
-37.000         -17.000        -20.000        0.0050251      0.0079087      -0.0015092
-35.000         -17.000        -20.000        0.0055154      0.0086723      -8.3874E-4
-33.000         -17.000        -20.000        0.0058807      0.0095943      -1.4677E-4
-31.000         -17.000        -20.000        0.0061107      0.010693       6.3109E-4
-29.000         -17.000        -20.000        0.0061490      0.011905       0.0014208
-27.000         -17.000        -20.000        0.0059486      0.013209       0.0022102
-25.000         -17.000        -20.000        0.0055152      0.014598       0.0029348
-23.000         -17.000        -20.000        0.0047574      0.015980       0.0035678
-21.000         -17.000        -20.000        0.0037778      0.017232       0.0039910
-19.000         -17.000        -20.000        0.0025704      0.018354       0.0041687
-17.000         -17.000        -20.000        0.0012489      0.019227       0.0041487
-15.000         -17.000        -20.000        -4.3668E-5     0.019827       0.0038285
-13.000         -17.000        -20.000        -0.0012482     0.020192       0.0033598
-11.000         -17.000        -20.000        -0.0023733     0.020330       0.0026176
-9.0000         -17.000        -20.000        -0.0033351     0.020298       0.0018297
-7.0000         -17.000        -20.000        -0.0041631     0.020116       0.0010103
-5.0000         -17.000        -20.000        -0.0048176     0.019778       1.7775E-4
-3.0000         -17.000        -20.000        -0.0053632     0.019337       -6.8611E-4
-1.0000         -17.000        -20.000        -0.0058077     0.018786       -0.0015468
1.0000          -17.000        -20.000        -0.0061590     0.018136       -0.0024012
3.0000          -17.000        -20.000        -0.0064043     0.017394       -0.0032536
5.0000          -17.000        -20.000        -0.0065138     0.016534       -0.0040904
7.0000          -17.000        -20.000        -0.0065183     0.015585       -0.0049292
9.0000          -17.000        -20.000        -0.0063692     0.014535       -0.0057759
11.000          -17.000        -20.000        -0.0060255     0.013401       -0.0065805
13.000          -17.000        -20.000        -0.0054460     0.012217       -0.0073231
15.000          -17.000        -20.000        -0.0046171     0.011039       -0.0079607
17.000          -17.000        -20.000        -0.0035053     0.0099436      -0.0085038
19.000          -17.000        -20.000        -0.0021552     0.0089490      -0.0087535
21.000          -17.000        -20.000        -5.6594E-4     0.0082200      -0.0087802
23.000          -17.000        -20.000        0.0011039      0.0077874      -0.0084258
25.000          -17.000        -20.000        0.0028008      0.0076567      -0.0078227
27.000          -17.000        -20.000        0.0043922      0.0078566      -0.0068860
29.000          -17.000        -20.000        0.0058572      0.0083650      -0.0057586
31.000          -17.000        -20.000        0.0071452      0.0091387      -0.0043488
33.000          -17.000        -20.000        0.0082330      0.010158       -0.0028511
35.000          -17.000        -20.000        0.0091318      0.011391       -0.0011326
37.000          -17.000        -20.000        0.0097484      0.012831       7.3388E-4
39.000          -17.000        -20.000        0.010102       0.014409       0.0027554
41.000          -17.000        -20.000        0.010109       0.016088       0.0049206
43.000          -17.000        -20.000        0.0097248      0.017797       0.0072787
45.000          -17.000        -20.000        0.0088884      0.019446       0.0096093
47.000          -17.000        -20.000        0.0075536      0.020882       0.011996
49.000          -17.000        -20.000        0.0057673      0.022053       0.014167
51.000          -17.000        -20.000        0.0035870      0.022842       0.015908
53.000          -17.000        -20.000        0.0011399      0.023201       0.017418
55.000          -17.000        -20.000        -0.0013563     0.023279       0.018160
57.000          -17.000        -20.000        -0.0037718     0.023153       0.018370
59.000          -17.000        -20.000        -0.0060858     0.022865       0.018273
