% Magnetic field reconstruction point table
% Method: Separable Global Ordinary Kriging
% Grid size: 100 x 100 (rows=y, columns=x)
% Length unit: mm
% Magnetic field unit: T
% z plane: -20 mm
% Data order: y-major rows, x increasing within each row
% Columns use tab separators
% x(mm)	y(mm)	z(mm)	Bx(T)	By(T)	Bz(T)
-77	-93	-20	-0.000112821853108	0.000347238689345	-0.000449722584269
-75	-93	-20	-0.000122680932781	0.000347976802306	-0.000450007484479
-73	-93	-20	-0.000132396657855	0.000348292922594	-0.000450157196764
-71	-93	-20	-0.000141725566152	0.000348356466145	-0.000451438573789
-69	-93	-20	-0.000150282215985	0.000348374830736	-0.000455368202955
-67	-93	-20	-0.000157702074528	0.000348533334925	-0.000463169895112
-65	-93	-20	-0.000163809846837	0.000348941104574	-0.000475288235772
-63	-93	-20	-0.000168732699314	0.0003495998656	-0.00049113088545
-61	-93	-20	-0.000172917975783	0.000350405442853	-0.000509138292101
-59	-93	-20	-0.000177047216012	0.000351181494083	-0.000527172633852
-57	-93	-20	-0.000181872038464	0.000351734826055	-0.000543112255695
-55	-93	-20	-0.000188022132227	0.000351914743078	-0.000555467627092
-53	-93	-20	-0.00019584382328	0.000351657448091	-0.000563823011637
-51	-93	-20	-0.000205317436737	0.000351001028676	-0.00056895924091
-49	-93	-20	-0.000216076781395	0.000350065631533	-0.000572611701254
-47	-93	-20	-0.000227522751707	0.000349004252345	-0.000576932902754
-45	-93	-20	-0.000238995167263	0.000347938798103	-0.000583824090353
-43	-93	-20	-0.000249950977945	0.000346900880595	-0.000594344497129
-41	-93	-20	-0.000260097261915	0.000345795726267	-0.000608385118063
-39	-93	-20	-0.000269443233281	0.000344401009887	-0.000624712252061
-37	-93	-20	-0.00027826123524	0.000342402376099	-0.000641369726322
-35	-93	-20	-0.000286974113938	0.00033945694122	-0.000656314346525
-33	-93	-20	-0.000296007055739	0.000335268241503	-0.000668083270171
-31	-93	-20	-0.000305650040733	0.000329653087102	-0.000676279442231
-29	-93	-20	-0.000315970814376	0.000322583251445	-0.00068171684476
-27	-93	-20	-0.000326800471538	0.000314191906748	-0.000686174257724
-25	-93	-20	-0.000337790504059	0.000304744015864	-0.000691831029816
-23	-93	-20	-0.000348518878476	0.000294578838604	-0.000700561369018
-21	-93	-20	-0.000358609703971	0.000284038984103	-0.000713311654923
-19	-93	-20	-0.000367829696264	0.00027340269359	-0.000729762145706
-17	-93	-20	-0.000376134529614	0.000262834153402	-0.000748386604186
-15	-93	-20	-0.000383655479909	0.000252361572531	-0.000766897965262
-13	-93	-20	-0.000390635677782	0.000241886090766	-0.000782944741345
-11	-93	-20	-0.000397339913656	0.000231217968441	-0.000794840844745
-9	-93	-20	-0.000403968103332	0.000220131245897	-0.000802097632179
-7	-93	-20	-0.000410598960757	0.000208424890384	-0.000805586580826
-5	-93	-20	-0.00041717893957	0.000195977590689	-0.000807276041359
-3	-93	-20	-0.000423556209475	0.000182784696719	-0.000809620022718
-1	-93	-20	-0.000429545322385	0.000168969057838	-0.000814788337229
1	-93	-20	-0.000434999576279	0.000154762329485	-0.000823979935864
3	-93	-20	-0.000439867199468	0.000140459177275	-0.000837037510685
