Iteration,TotalLoss,DataLoss,TvLoss,TraceLoss,CtLoss,StepSize
58,0.0784040326565299,0.000407715952114626,1.54204834412921,1.69568114015292,0.00714483347562616,3.15152013384809e-05
59,0.0783981044431354,0.000409871150167768,1.54199200821023,1.69544585753181,0.00718620904156913,3.3090961405405e-05
60,0.0783918338843683,0.000412053582826477,1.54193745600577,1.69519508785248,0.00723513773178906,3.47455094756752e-05
61,0.078386866792526,0.000414318968070819,1.54187214134894,1.69497902030892,0.00729082087278917,3.6482784949459e-05
62,0.0783825373285616,0.000416624868153656,1.54182126462373,1.69478915287693,0.00732184671152981,3.8306924196932e-05
63,0.0783766520758515,0.000418940303439575,1.54174536395969,1.69454555497151,0.00738364904463942,4.02222704067785e-05
64,0.0783712345153125,0.00042137364404092,1.54168117947679,1.69430735454657,0.00744646542100786,4.22333839271175e-05
65,0.0783686624750943,0.000423854380414254,1.54161524943021,1.69415910998905,0.00749281259503472,4.43450531234733e-05
66,0.0783611463203465,0.000426400957136144,1.54154188024867,1.69385403608903,0.00756757685550889,4.6562305779647e-05
67,0.0783592888960334,0.000429114687715334,1.54146918481297,1.693702702475,0.00764747019687148,4.88904210686294e-05
68,0.0783532488088902,0.000431924720774958,1.54138748417813,1.69341721270672,0.00775359166212332,5.13349421220608e-05
69,0.0782690932150371,0.0004331665411023,1.54122741732014,1.6912536622538,0.00736597436050671,2.69508446140819e-05
70,0.0782436042823758,0.000434180113822402,1.54118374245515,1.69052511288331,0.00734201540879413,1.4149193422393e-05
71,0.0782398863407738,0.000435556767624647,1.54115442595499,1.69037957628075,0.00735956459315958,1.48566530935127e-05
72,0.0782315932193196,0.000436818890194135,1.54112536872704,1.69011058509888,0.00736997129701602,1.55994857481883e-05
73,0.0782282758246269,0.000438088799011789,1.54109592528966,1.6899817176123,0.00738379028543908,1.63794600355977e-05
74,0.0782220373581686,0.000439307107938684,1.54106559960956,1.68977215199861,0.00739588674819557,1.71984330373776e-05
75,0.0782178778309874,0.000440557946748066,1.54103528638068,1.68961681690131,0.00741539280627153,1.80583546892465e-05
76,0.0782137674319237,0.000441800058188455,1.54099617109817,1.68946403663417,0.00743860191805849,1.89612724237088e-05
77,0.0782117042391691,0.000443090464093745,1.54096380715949,1.68936491480409,0.00746380355092523,1.99093360448943e-05
78,0.0782054896961917,0.000444363131194112,1.54092870377571,1.68915735372288,0.00747373696941137,2.0904802847139e-05
79,0.0782034216008035,0.000445676266838775,1.54089179337868,1.68905531150496,0.0075053955373408,2.19500429894959e-05
80,0.0781994841634809,0.000447059545497742,1.54085518723011,1.68890536063206,0.00752373745498285,2.30475451389707e-05
